Average Academic score(%),Hours working per day,hackathons,coding skills rating,can work long time before system?,self-learning capability?,Extra-courses did,certifications,workshops,talenttests taken?,Interested subjects,interested career area ,Job/Higher Studies?,Type of company want to settle in?,Taken inputs from seniors or elders,interested in games,Interested Type of Books,Management or Technical,hard/smart worker,worked in teams ever?,Suggested Job Role
77.57142857,6,2,5,no,yes,yes,full stack,testing,no,networks,system developer,job,Web Services,yes,no,Religion-Spirituality,Technical,smart worker,no,Network Engineer
79.42857143,10,1,2,yes,no,yes,shell programming,hacking,yes,programming,security,job,Service Based,no,no,Fantasy,Management,hard worker,yes,Business Systems Analyst
77.42857143,7,3,3,yes,yes,no,app development,hacking,no,programming,developer,job,product development,no,yes,Biographies,Technical,hard worker,yes,Quality Assurance Associate
76.57142857,5,4,5,yes,yes,no,distro making,database security,yes,parallel computing,cloud computing,higherstudies,Service Based,no,no,Horror,Technical,smart worker,yes,Information Security Analyst
83.71428571,9,3,4,yes,no,no,hadoop,system designing,no,networks,developer,higherstudies,Testing and Maintainance Services,no,yes,Health,Management,hard worker,yes,Technical Engineer
68.28571429,9,5,7,yes,yes,no,distro making,cloud computing,yes,parallel computing,security,higherstudies,Product based,yes,yes,Journals,Technical,hard worker,no,Technical Support
73.71428571,10,1,2,yes,no,yes,shell programming,testing,no,cloud computing,system developer,job,Sales and Marketing,yes,yes,Cookbooks,Management,hard worker,yes,CRM Technical Developer
71.42857143,12,3,9,yes,no,yes,r programming,data science,no,cloud computing,Business process analyst,job,BPA,yes,no,Mystery,Technical,hard worker,no,Applications Developer
72.85714286,8,5,4,no,yes,yes,distro making,database security,yes,Computer Architecture,system developer,higherstudies,Finance,no,no,Dictionaries,Management,hard worker,yes,Information Security Analyst
85.42857143,12,5,2,no,yes,no,app development,database security,no,programming,cloud computing,higherstudies,Cloud Services,no,yes,Self help,Technical,hard worker,yes,Business Intelligence Analyst
74.28571429,9,1,6,no,yes,no,hadoop,system designing,no,data engineering,system developer,higherstudies,Service Based,yes,no,Series,Technical,hard worker,no,Information Technology Auditor
80.85714286,7,6,7,yes,yes,yes,information security,game development,no,IOT,security,job,Cloud Services,yes,yes,Health,Technical,hard worker,yes,Technical Services/Help Desk/Tech Support
78.85714286,11,6,1,yes,no,yes,python,game development,yes,cloud computing,system developer,job,Web Services,no,no,Science,Technical,smart worker,yes,UX Designer
83.57142857,4,5,4,no,yes,no,r programming,hacking,no,cloud computing,developer,job,product development,no,no,Guide,Technical,smart worker,yes,Software Engineer
78.85714286,4,6,3,yes,yes,yes,r programming,database security,yes,data engineering,testing,job,Product based,yes,yes,Autobiographies,Technical,smart worker,yes,Technical Services/Help Desk/Tech Support
74.14285714,4,5,2,no,yes,no,hadoop,database security,no,Computer Architecture,Business process analyst,job,BPA,yes,yes,Comics,Technical,smart worker,no,Applications Developer
79.57142857,6,6,9,no,no,yes,distro making,cloud computing,no,Management,system developer,job,Testing and Maintainance Services,yes,yes,Science fiction,Technical,smart worker,no,CRM Business Analyst
81,6,4,2,no,no,yes,full stack,web technologies,no,hacking,security,higherstudies,BPA,no,yes,Satire,Management,smart worker,yes,CRM Technical Developer
72.28571429,11,4,7,yes,no,no,distro making,data science,no,data engineering,developer,job,Sales and Marketing,no,yes,Horror,Technical,hard worker,yes,Design & UX
72.85714286,8,2,7,no,yes,yes,app development,cloud computing,no,networks,system developer,higherstudies,Cloud Services,no,no,Self help,Technical,hard worker,yes,CRM Business Analyst
73,8,2,1,yes,no,yes,r programming,database security,yes,hacking,developer,higherstudies,Cloud Services,no,no,Science,Technical,hard worker,yes,Design & UX
78,7,0,1,yes,no,yes,shell programming,data science,yes,hacking,Business process analyst,job,Cloud Services,no,yes,Series,Technical,hard worker,yes,Applications Developer
76.14285714,12,6,1,yes,yes,no,r programming,data science,no,parallel computing,cloud computing,job,Sales and Marketing,no,no,Horror,Management,smart worker,no,Programmer Analyst
78.14285714,6,5,5,no,yes,no,r programming,game development,yes,Computer Architecture,system developer,higherstudies,SAaS services,yes,yes,Trilogy,Management,hard worker,yes,Programmer Analyst
82.14285714,8,3,7,yes,yes,yes,distro making,data science,yes,programming,cloud computing,higherstudies,Product based,no,no,Religion-Spirituality,Management,hard worker,yes,Technical Services/Help Desk/Tech Support
78.28571429,9,5,3,yes,yes,no,full stack,testing,no,IOT,system developer,higherstudies,Product based,yes,no,Prayer books,Management,hard worker,no,Network Engineer
77.57142857,5,3,9,no,no,no,information security,cloud computing,yes,data engineering,cloud computing,job,Web Services,yes,yes,Health,Management,hard worker,no,Database Developer
77.14285714,12,0,7,no,yes,yes,hadoop,data science,yes,Management,cloud computing,job,Finance,no,no,Biographies,Management,smart worker,no,Network Security Administrator
80.14285714,4,4,8,no,yes,yes,full stack,database security,yes,Software Engineering,developer,job,Sales and Marketing,no,no,Cookbooks,Technical,hard worker,yes,Software Quality Assurance (QA) / Testing
78.71428571,6,3,8,yes,yes,yes,full stack,database security,no,IOT,developer,higherstudies,BPA,no,yes,Satire,Technical,hard worker,yes,Solutions Architect
79.28571429,9,1,4,yes,no,no,r programming,database security,no,programming,security,higherstudies,Product based,no,no,Religion-Spirituality,Management,smart worker,yes,Quality Assurance Associate
75.71428571,6,4,6,no,yes,no,full stack,system designing,no,networks,developer,job,Service Based,yes,yes,Horror,Management,hard worker,yes,CRM Technical Developer
76.42857143,6,4,6,yes,yes,no,r programming,hacking,yes,Management,cloud computing,higherstudies,product development,no,yes,Guide,Management,hard worker,no,Software Developer
77.71428571,5,1,9,yes,no,yes,app development,testing,no,cloud computing,cloud computing,higherstudies,Sales and Marketing,no,no,Religion-Spirituality,Technical,hard worker,no,Mobile Applications Developer
79.85714286,9,1,9,yes,yes,no,r programming,cloud computing,no,Software Engineering,developer,higherstudies,Product based,yes,no,Horror,Management,smart worker,no,Applications Developer
79.28571429,8,4,8,yes,no,no,machine learning,game development,no,Software Engineering,security,job,Product based,no,no,Art,Technical,smart worker,yes,UX Designer
82.71428571,9,6,2,no,no,yes,machine learning,cloud computing,yes,Management,system developer,higherstudies,product development,yes,no,Cookbooks,Technical,hard worker,yes,Technical Support
70.57142857,12,1,5,no,no,no,hadoop,testing,no,Management,developer,higherstudies,Sales and Marketing,yes,no,Satire,Technical,hard worker,yes,Software Systems Engineer
80.14285714,9,5,1,no,no,no,r programming,hacking,yes,Management,testing,higherstudies,Sales and Marketing,yes,no,Comics,Technical,smart worker,no,Database Administrator
74.85714286,11,6,3,no,yes,yes,distro making,data science,no,Computer Architecture,developer,higherstudies,Service Based,no,yes,Satire,Technical,hard worker,yes,CRM Business Analyst
76.71428571,6,3,3,no,no,no,shell programming,web technologies,yes,Software Engineering,testing,higherstudies,Product based,no,yes,Art,Management,hard worker,yes,Business Intelligence Analyst
73.28571429,8,1,3,no,yes,yes,shell programming,game development,no,programming,Business process analyst,higherstudies,SAaS services,no,yes,Art,Technical,hard worker,no,Software Engineer
76.57142857,10,6,1,no,yes,no,python,database security,no,IOT,cloud computing,job,Cloud Services,yes,no,Horror,Technical,hard worker,yes,Design & UX
75.42857143,10,0,3,yes,no,yes,shell programming,system designing,yes,networks,Business process analyst,higherstudies,SAaS services,no,yes,Childrens,Management,smart worker,yes,Applications Developer
72,5,0,1,yes,no,no,shell programming,system designing,no,networks,testing,higherstudies,Product based,yes,no,Travel,Technical,hard worker,no,Mobile Applications Developer
78,10,3,7,no,yes,yes,distro making,database security,no,Computer Architecture,developer,job,Testing and Maintainance Services,no,no,Prayer books,Management,hard worker,no,Database Developer
79.42857143,11,5,6,yes,yes,yes,information security,system designing,yes,programming,developer,job,SAaS services,yes,no,Drama,Management,smart worker,yes,Portal Administrator
78.57142857,7,5,6,yes,no,yes,python,web technologies,yes,programming,developer,job,product development,yes,no,Health,Management,smart worker,yes,Quality Assurance Associate
77.28571429,7,2,2,yes,no,no,shell programming,web technologies,yes,cloud computing,developer,job,product development,yes,yes,Fantasy,Management,smart worker,no,Project Manager
77,12,2,6,yes,yes,yes,information security,game development,yes,programming,testing,higherstudies,BPA,yes,no,Diaries,Technical,smart worker,yes,Network Security Administrator
82.14285714,4,3,4,yes,no,no,machine learning,hacking,yes,hacking,security,higherstudies,SAaS services,yes,no,Science fiction,Management,hard worker,no,Network Security Engineer
68,6,3,3,yes,no,no,r programming,hacking,no,cloud computing,testing,higherstudies,SAaS services,no,no,Comics,Management,smart worker,no,Design & UX
77.28571429,9,3,8,yes,no,no,information security,web technologies,no,Management,Business process analyst,higherstudies,Product based,no,no,Trilogy,Management,smart worker,no,Design & UX
72.28571429,9,5,9,yes,no,yes,machine learning,cloud computing,no,cloud computing,testing,higherstudies,SAaS services,no,yes,Self help,Management,hard worker,no,Database Developer
79.57142857,7,6,8,yes,yes,no,python,database security,yes,parallel computing,cloud computing,job,Finance,yes,no,Prayer books,Technical,hard worker,no,E-Commerce Analyst
74.57142857,6,5,3,no,no,yes,information security,web technologies,no,parallel computing,testing,job,Product based,yes,no,Series,Management,hard worker,yes,Systems Analyst
75.57142857,10,4,1,no,no,yes,shell programming,testing,yes,cloud computing,developer,higherstudies,Cloud Services,yes,no,Childrens,Technical,hard worker,yes,Design & UX
80.14285714,8,2,3,no,yes,no,machine learning,testing,yes,networks,cloud computing,job,Product based,no,no,Anthology,Technical,hard worker,yes,Data Architect
79.57142857,4,2,5,no,no,no,python,cloud computing,no,cloud computing,developer,job,product development,yes,no,Drama,Management,smart worker,yes,Portal Administrator
81.42857143,5,1,9,yes,no,no,machine learning,testing,yes,cloud computing,security,higherstudies,Product based,no,yes,Horror,Technical,hard worker,yes,Software Developer
73.14285714,9,5,6,yes,yes,no,r programming,game development,no,cloud computing,security,higherstudies,Finance,no,yes,Anthology,Management,hard worker,yes,Business Intelligence Analyst
83.71428571,8,6,8,no,yes,yes,full stack,hacking,yes,Management,system developer,higherstudies,Testing and Maintainance Services,yes,yes,Horror,Technical,smart worker,no,Network Security Engineer
78.42857143,11,6,8,yes,no,no,distro making,data science,no,cloud computing,developer,job,BPA,no,yes,Guide,Management,smart worker,yes,Database Developer
73.42857143,12,4,7,no,yes,no,r programming,testing,yes,IOT,security,higherstudies,Finance,no,yes,Science,Technical,hard worker,no,Software Systems Engineer
71.14285714,10,3,7,no,no,yes,python,data science,yes,cloud computing,developer,job,BPA,yes,yes,Romance,Management,smart worker,yes,Project Manager
79.28571429,6,4,3,yes,yes,no,information security,testing,yes,IOT,security,job,product development,no,yes,Math,Technical,hard worker,no,Software Systems Engineer
76.42857143,6,3,9,no,no,yes,distro making,system designing,no,programming,testing,job,Product based,yes,no,Self help,Management,hard worker,no,Mobile Applications Developer
73.85714286,4,3,3,yes,yes,no,full stack,database security,yes,Software Engineering,system developer,higherstudies,BPA,no,no,Comics,Management,hard worker,yes,Software Engineer
75.57142857,11,6,4,no,no,no,distro making,system designing,no,Management,cloud computing,job,Product based,no,no,Art,Technical,smart worker,no,Project Manager
79.85714286,6,1,4,yes,no,yes,r programming,web technologies,no,Computer Architecture,cloud computing,higherstudies,Testing and Maintainance Services,yes,yes,Art,Management,hard worker,yes,Technical Services/Help Desk/Tech Support
75,8,3,8,yes,no,yes,hadoop,web technologies,no,Computer Architecture,security,job,Product based,no,no,Travel,Technical,hard worker,yes,Design & UX
77.42857143,4,2,3,yes,no,yes,hadoop,testing,yes,Management,security,higherstudies,Web Services,yes,no,Poetry,Management,smart worker,yes,Software Quality Assurance (QA) / Testing
75.85714286,4,1,7,no,no,yes,python,game development,no,networks,system developer,job,Finance,no,yes,Fantasy,Technical,smart worker,no,Network Engineer
82.85714286,4,0,2,no,yes,no,r programming,system designing,no,Software Engineering,developer,job,product development,no,no,Health,Management,hard worker,yes,Information Technology Auditor
71,9,6,6,yes,yes,yes,app development,web technologies,no,Computer Architecture,cloud computing,higherstudies,Testing and Maintainance Services,yes,no,Health,Management,smart worker,yes,Technical Support
74.71428571,8,3,9,yes,yes,no,machine learning,web technologies,yes,cloud computing,developer,job,Sales and Marketing,no,yes,Fantasy,Management,smart worker,yes,Database Administrator
